,NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,PT08.S1(CO)
3719,-200,3.6,689,142,970,107,866,631,6.6,43.2,0.4247,872
3720,-200,9.1,943,378,645,203,1149,1462,6.5,63.1,0.6132,1195
3721,-200,10.9,1009,120,767,127,1730,787,37.8,22.7,1.4653,1078
3722,-200,7.1,860,-200,742,-200,1500,1021,20.4,64.4,1.522,1071
3723,-200,11.9,1045,207,761,154,1623,1260,38.3,17,1.1216,1117
3724,-200,9,941,361,801,99,1399,1035,14.4,60.3,0.9802,988
3725,-200,3,655,52,1051,43,1301,625,21.4,57.6,1.4469,851
3726,-200,12.6,1070,435,699,141,1334,1087,10.6,56.9,0.7281,1050
3727,-200,26.1,1457,-200,458,-200,2043,1611,18.8,73,1.5737,1522
3728,-200,6.4,828,-200,973,-200,1469,993,17.1,50.8,0.9828,991
3729,-200,33.5,1632,841,346,248,2028,2140,16.4,41.9,0.7759,1710
3730,-200,18.8,1264,660,487,179,1476,1888,11.8,44.4,0.6118,1432
3731,-200,18.1,1241,420,873,163,1463,1431,28.2,24.8,0.936,1254
3732,-200,4.7,750,46,1085,45,1585,685,18.6,75.7,1.6074,922
3733,-200,6.8,846,351,829,106,1112,1076,5.6,68.9,0.6328,1041
3734,-200,25,1429,581,469,93,1990,1494,16.3,75.9,1.3991,1392
3735,-200,5.2,774,73,1001,69,1393,878,16.3,45.1,0.8286,975
3736,-200,1.8,572,95,1070,88,788,793,1.2,51.9,0.3515,854
3737,-200,11.4,1027,316,760,121,1416,1199,17.9,51.4,1.0488,1200
3738,446,14.6,1138,205,726,129,1747,1370,14.1,49.6,0.7931,1266
3739,-200,9.7,967,490,578,216,1174,1699,5,66.6,0.5871,1326
3740,-200,16.6,1198,-200,811,-200,1863,1045,28.3,27.5,1.0418,1116
3741,-200,4.8,752,-200,876,-200,1561,545,36.8,30.5,1.8572,976
3742,-200,6.3,825,68,794,65,1716,801,26.7,60.6,2.0942,1003
3743,-200,22.3,1359,261,630,107,2214,1425,21.7,50.6,1.2981,1297
3744,-200,3.9,703,38,1021,54,1511,658,21.2,55,1.3689,850
3745,-200,17.4,1222,602,516,160,1582,1671,13.7,66.8,1.0432,1374
3746,,,,,,,,,,,,
3747,-200,1.2,517,96,1330,63,890,510,10.2,43.6,0.5405,778
3748,-200,4.4,734,237,905,90,1187,808,12.5,71.9,1.0351,971
3749,-200,21.3,1333,349,686,150,2010,1819,17.8,40.5,0.821,1617
3750,-200,10,979,316,611,212,1282,1142,8.3,64.4,0.7072,1174
3751,-200,10.6,999,251,984,131,1361,1145,25.4,30.5,0.9722,1100
3752,-200,14.1,1119,550,522,201,1415,1310,13.2,51.4,0.776,1383
3753,-200,10.2,984,84,816,98,1796,842,25.2,46.6,1.4733,1062
3754,-200,10.5,996,386,625,132,1417,1104,12.8,73.6,1.0851,1256
3755,-200,10.4,991,93,685,74,1820,1088,24.1,63.5,1.8828,1039
3756,-200,13.8,1110,392,612,96,1658,1229,20.4,64.8,1.5379,1187
3757,-200,1.5,543,87,1235,60,1047,648,12.5,65.9,0.9533,797
3758,-200,0.7,461,9,1795,16,1235,350,19.5,46.3,1.0363,716
3759,-200,4.8,756,65,1159,73,1209,564,17.3,25.6,0.5032,858
3760,-200,7,859,399,810,186,1008,1346,5.3,50.5,0.453,1053
3761,-200,2.4,610,-200,1087,-200,1259,543,25.1,32.6,1.0203,787
3762,-200,2.7,635,117,1037,75,1133,612,15.7,59.5,1.0534,875
3763,-200,5.6,791,218,764,118,1216,934,13.2,64.2,0.9706,1112
3764,816,28.3,1510,222,562,155,2252,1716,23.1,42.2,1.1746,1724
3765,-200,0.3,409,25,1664,25,669,252,3.6,50.3,0.4022,781
3766,-200,8.5,920,299,831,128,991,882,10.3,32.6,0.4094,968
3767,-200,26.6,1470,316,520,154,2276,1589,22.4,46.6,1.247,1319
3768,-200,13.3,1093,-200,1012,-200,1564,1155,21.1,30.9,0.7617,1101
3769,-200,4,711,110,1077,59,1160,516,22.3,30.4,0.8063,842
3770,-200,3.8,700,225,956,106,999,721,9.2,55.8,0.6479,888
3771,-200,12.1,1054,176,768,120,1592,1135,25.2,28.6,0.9008,981
3772,-200,5.6,795,60,888,63,1629,770,24.8,50.6,1.5654,993
3773,-200,27.4,1490,843,488,270,1433,2051,10.4,24.7,0.3116,1414
3774,-200,1.5,546,92,1347,70,697,500,9,23.1,0.2648,692
3775,-200,11.4,1030,492,639,122,1378,1355,10.5,75.4,0.9566,1260
3776,-200,17.6,1227,144,659,129,1931,1129,33,28.2,1.3921,1163
3777,-200,5,762,79,942,73,1444,959,18.8,49,1.0505,855
3778,-200,2.7,631,91,1327,65,1108,710,21.7,33.4,0.8545,813
3779,-200,13.1,1087,440,567,147,1393,1452,13.8,50.9,0.796,1312
3780,-200,15.8,1173,189,785,140,1808,981,34,20.8,1.0898,1053
3781,-200,19.7,1287,464,525,124,1771,1437,26.2,43.5,1.4591,1305
3782,-200,17.8,1234,477,476,168,1520,1676,14.6,41,0.6792,1434
3783,28,1.3,524,-200,1557,-200,1095,397,10.1,47.8,0.5913,894
3784,-200,11.9,1047,229,680,123,1620,1138,23.6,53.6,1.5374,1137
3785,-200,4.7,748,69,1020,92,1373,451,39.7,19.1,1.3646,908
3786,-200,11.9,1045,213,688,115,1638,1058,23.4,59.9,1.6992,1110
3787,-200,1.8,567,105,1031,79,881,418,13.1,41.3,0.6184,891
3788,-200,12.6,1071,-200,697,-200,1763,1178,25.7,55.8,1.8149,1363
3789,-200,3.4,676,37,1041,49,1350,463,34.8,24.5,1.3373,831
3790,88,6.7,842,132,1015,90,1438,974,8.5,66.3,0.7375,1122
3791,-200,10.7,1003,109,830,113,1473,730,35.3,15,0.8463,949
3792,-200,6.6,838,56,801,73,1614,668,32,38.2,1.788,1001
3793,-200,9.8,971,127,993,128,1573,930,23.6,30.1,0.8663,997
3794,101,8,899,72,880,83,1504,980,17.4,46.3,0.9112,1055
3795,-200,3.5,681,-200,1031,-200,1368,457,29,34.1,1.3445,853
3796,,,,,,,,,,,,
3797,-200,9.5,958,98,794,104,1648,861,23.7,43.4,1.2495,1049
3798,-200,5.6,794,235,830,93,1282,887,13.5,78.3,1.2097,1054
3799,,,,,,,,,,,,
3800,-200,6.8,850,94,997,91,1502,778,24.8,29.5,0.9077,1070
3801,-200,16.1,1184,493,507,149,1508,1533,13.6,56.4,0.8754,1331
3802,,,,,,,,,,,,
3803,-200,-200,-200,123,-200,106,-200,-200,-200,-200,-200,-200
3804,-200,5.7,798,-200,840,-200,1607,584,34.5,34.7,1.8667,989
3805,-200,17.8,1234,132,749,104,1824,990,23.4,32,0.91,1137
3806,-200,15.8,1173,174,751,135,1750,1284,23.7,30,0.8633,1232
3807,-200,17.9,1237,-200,553,-200,1804,1350,17.6,69.2,1.3803,1299
3808,-200,7.1,862,92,875,107,1363,626,34.6,18.2,0.9832,923
3809,-200,9.3,952,-200,858,-200,1573,966,13.8,58.3,0.9147,1070
3810,-200,9.6,964,-200,858,-200,1560,1231,21.4,54.8,1.3813,966
3811,17,1.8,571,56,1685,71,1223,487,6.8,62.9,0.6234,927
3812,47,3.3,670,79,1191,62,1346,820,10.2,65.8,0.8196,905
3813,-200,10.8,1006,96,749,121,1564,725,39.1,18.7,1.2884,1033
3814,211,12.5,1068,116,915,99,1535,874,19.1,26.2,0.5741,1106
3815,-200,37.9,1727,726,390,190,2318,2039,25.5,49.7,1.5985,1678
3816,-200,4.6,741,79,1085,76,1468,589,12.5,75.8,1.0938,898
3817,-200,19.8,1291,603,531,219,1295,1527,14.5,18.3,0.2996,1198
3818,-200,5.3,776,-200,879,-200,1259,913,18.3,53.1,1.1056,939
3819,-200,20.9,1322,490,633,158,1679,1365,20.8,32.5,0.7873,1173
3820,-200,12.1,1054,-200,885,-200,1742,917,26.8,32.4,1.1263,966
3821,-200,15.8,1175,366,531,137,1480,1397,13.5,57.8,0.8933,1277
3822,-200,10.3,988,285,589,123,1292,1314,16.1,36.3,0.6593,1253
3823,93,4,710,56,1127,67,1352,575,15.7,45.9,0.8121,948
3824,-200,14.5,1134,518,504,141,1467,1470,8.7,61.6,0.696,1375
3825,-200,15.4,1161,-200,867,-200,1512,1038,32.1,10.7,0.4996,1150
3826,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3827,-200,2.5,617,77,1026,86,1456,585,27.2,47.2,1.6803,872
3828,-200,5.7,799,115,786,67,1435,867,17.4,81.3,1.6066,998
3829,-200,4.6,744,130,1067,52,1207,594,16.9,47.7,0.9142,867
3830,-200,4.6,745,-200,1098,-200,1496,786,19,54,1.1745,863
3831,-200,7.5,878,106,896,91,1568,969,13.5,67.8,1.042,1023
3832,-200,3.4,674,177,968,126,824,578,9.6,31.1,0.3718,904
3833,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3834,-200,2.7,631,-200,1072,-200,1280,752,17.8,69.8,1.4058,826
3835,-200,20.6,1313,524,517,119,1866,1478,22.6,61.5,1.6636,1392
3836,-200,6.2,820,93,942,82,1413,594,32.6,22.5,1.0901,883
3837,-200,4,709,-200,893,-200,1348,876,20.2,65.8,1.5442,943
3838,-200,5.7,798,-200,846,-200,1571,743,27.6,45.2,1.6479,943
3839,-200,9.6,961,374,726,204,985,1027,7.9,28,0.2999,1035
3840,-200,9.4,955,111,997,94,1457,834,25.6,23.5,0.7611,1025
3841,-200,2.5,618,180,1036,124,994,617,5.3,75.9,0.6824,873
3842,-200,7.3,869,-200,873,-200,1660,963,14.9,74.5,1.253,1217
3843,38,4.7,750,89,1337,96,1393,949,11.2,59.2,0.7848,1197
3844,-200,9.8,971,-200,883,-200,1418,759,34.2,22.6,1.197,1145
3845,-200,6,814,-200,852,-200,1489,554,37.2,23.6,1.4764,944
3846,-200,11.9,1045,496,541,221,1307,1706,7.8,58,0.6136,1381
3847,-200,5,764,110,921,75,1247,900,14.9,58.9,0.9891,884
3848,-200,-200,-200,115,-200,91,-200,-200,-200,-200,-200,-200
3849,-200,3.2,666,56,1029,34,1311,719,17.8,67.5,1.3674,814
3850,-200,10.1,983,-200,1071,-200,1515,782,29.5,19.7,0.8015,1049
3851,-200,7.1,860,-200,969,-200,1531,646,25.6,32.1,1.0393,1160
3852,-200,15.5,1164,639,508,196,1488,1412,4.3,84,0.7051,1396
3853,-200,6.6,841,284,702,117,1056,1368,5.5,66.5,0.6054,1118
3854,-200,3.3,670,44,971,44,1538,774,22.6,63.4,1.7136,815
3855,-200,12.6,1071,438,638,150,1178,1289,14.4,28.9,0.4723,1117
3856,-200,4.8,751,48,1036,46,1518,817,14.3,66.2,1.0728,911
3857,67,4.5,736,75,1154,92,1324,769,9.9,59.5,0.7276,979
3858,-200,2.1,591,22,1263,34,1386,579,17.2,57.9,1.127,726
3859,-200,4.5,740,167,926,92,1180,774,12.9,69.9,1.0371,932
3860,-200,17.5,1224,202,715,146,1794,1272,23.9,29.4,0.8589,1346
3861,-200,5.2,776,163,851,48,1327,825,15.2,78,1.3382,905
3862,-200,14.1,1120,195,743,130,1629,1283,42.5,10.2,0.8478,1090
3863,-200,7.6,881,320,820,99,1295,1173,12.3,81.9,1.1674,1197
3864,375,16.7,1201,239,783,110,1828,1307,9.8,59.6,0.7214,1351
3865,-200,6.6,841,-200,1155,-200,1393,954,18.6,39.3,0.8355,949
3866,-200,1.5,541,71,1250,58,779,407,6.1,42.6,0.4041,800
3867,-200,7.7,885,313,772,139,1051,1142,12.8,32.6,0.4814,1102
3868,43,5.4,782,83,1176,82,1365,1043,8.8,63.9,0.7256,1184
3869,-200,2.5,621,40,1015,56,1322,714,20,59.3,1.3681,792
3870,-200,4.6,742,48,1144,48,1507,610,21.4,40.3,1.0126,1128
3871,-200,4.2,720,188,912,126,922,707,4.8,49.7,0.4305,916
3872,236,13,1084,131,854,112,1688,1059,11.7,57.1,0.7822,1236
3873,221,9.3,953,131,882,105,1588,1019,13.2,56,0.8446,1198
3874,-200,7.5,878,40,940,54,1644,847,22.5,49,1.3151,934
3875,-200,4.8,754,146,729,101,1245,954,14.5,67.8,1.1171,1013
3876,-200,6.7,842,-200,873,-200,1575,740,20.3,77.2,1.8204,1071
3877,-200,11.8,1044,615,615,166,1324,1354,10.8,52.1,0.6746,1190
3878,-200,37.9,1728,-200,371,-200,2376,2004,19.9,69.9,1.6036,1715
3879,-200,18,1240,592,496,170,1555,1906,10.9,75.9,0.9868,1633
3880,-200,11.7,1038,109,668,92,1873,1080,29.8,45.2,1.8642,1100
3881,-200,2.8,640,-200,1224,-200,1084,391,36.6,11.8,0.7107,711
3882,-200,24.5,1417,808,459,136,1871,1621,14.2,75.8,1.2202,1603
3883,-200,8.5,919,103,934,101,1668,904,22.4,46.9,1.2544,972
3884,-200,8.6,925,284,721,137,1022,941,19.8,16,0.3632,1048
3885,-200,4.2,722,138,911,70,1148,828,10.3,77.6,0.9743,953
3886,-200,18.7,1260,-200,658,-200,1970,1471,23,37.5,1.0389,1302
3887,-200,8,898,256,759,148,1034,899,10.7,33.1,0.4256,1023
3888,-200,5.9,809,224,690,150,1123,1201,12.4,52.2,0.7513,1101
3889,-200,11.9,1046,580,630,124,1476,1213,11.8,86.5,1.1981,1224
3890,-200,12.3,1060,-200,716,-200,1595,1221,25.3,44.6,1.4161,1287
3891,-200,5.7,798,266,855,113,1257,794,14,66.1,1.0488,1001
3892,-200,3.6,689,65,1180,71,1403,520,20.1,45.2,1.0538,848
3893,55,3.8,700,50,1285,53,1189,452,18.6,25,0.5319,927
3894,-200,4,709,47,956,52,1641,588,25.2,67.1,2.1164,940
3895,-200,6.6,837,265,670,137,1161,1448,8.3,64.2,0.7071,1177
3896,-200,5.2,774,98,878,51,1329,805,15.7,76.3,1.3519,904
3897,-200,16.8,1204,129,790,102,1744,1079,30.2,20.5,0.8672,1203
3898,211,8.9,935,132,958,96,1570,819,14.2,48.4,0.778,1106
3899,-200,6.5,837,62,808,80,1410,871,27,30.7,1.079,928
3900,-200,7.2,866,204,682,124,1219,778,20,38.9,0.8974,1084
3901,-200,21.5,1338,668,474,175,1598,2018,10.2,58.3,0.7256,1514
3902,,,,,,,,,,,,
3903,-200,9,938,181,697,62,1517,1273,18.4,71.5,1.5038,1081
3904,173,12,1048,121,898,95,1560,870,25.4,24.2,0.7733,1120
3905,-200,2.3,607,114,944,93,1012,512,16.3,44.8,0.8244,895
3906,-200,-200,-200,208,-200,144,-200,-200,-200,-200,-200,-200
3907,-200,18.7,1261,341,535,88,1830,1554,22.3,60.6,1.6069,1315
3908,-200,3.4,679,26,1049,41,1444,619,26,41.2,1.3598,874
3909,-200,1.6,557,-200,1480,-200,1257,401,7.4,85.2,0.8808,831
3910,-200,4.2,719,52,1318,59,1299,502,28.7,20.7,0.8024,832
3911,-200,6,813,132,792,57,1413,946,19.9,67.5,1.5544,993
3912,222,-200,-200,99,-200,72,-200,-200,-200,-200,-200,-200
3913,-200,11.5,1031,373,515,153,1387,1541,8.5,82.9,0.9243,1491
3914,-200,4.7,750,156,874,46,1270,799,15.8,73.5,1.3151,897
3915,-200,3.4,677,151,958,105,901,1024,3.2,58.8,0.4578,925
3916,-200,22.1,1354,279,545,194,2063,1854,33.9,26.8,1.397,1421
3917,-200,9.6,962,257,721,141,1167,942,9,50.4,0.5809,1061
3918,-200,5.1,770,222,856,147,959,583,19.3,24.7,0.5483,943
3919,-200,8.2,906,346,729,120,1274,1140,12.6,63.2,0.9209,1136
3920,-200,6.1,816,236,816,156,959,821,11.3,33.5,0.4476,987
3921,-200,-200,-200,1237,-200,229,-200,-200,-200,-200,-200,-200
3922,-200,6.9,853,72,930,69,1420,606,38.8,15.8,1.0706,903
3923,-200,9.2,948,80,928,82,1584,652,26.1,30.3,1.0101,1050
3924,-200,6.6,840,232,712,124,1298,974,9.5,83.8,0.9972,1197
3925,-200,17.5,1226,420,648,122,1649,1248,13,76,1.1317,1351
3926,-200,5.6,791,-200,845,-200,936,1195,9.1,37.2,0.431,1055
3927,-200,13.8,1112,323,621,109,1481,1331,20.3,47.5,1.1187,1145
3928,-200,11.1,1017,398,727,110,1418,1193,13.7,76.3,1.1932,1298
3929,-200,4.7,746,-200,911,-200,1448,771,21.7,56.4,1.4496,861
3930,-200,4.3,727,-200,1038,-200,1522,802,19.3,57.1,1.2661,831
3931,-200,2.4,611,108,962,89,867,893,1.9,60,0.4276,922
3932,-200,8.4,916,117,1044,117,1515,880,22.3,33.6,0.8913,976
3933,-200,2.1,594,24,1300,36,1390,580,14.5,63,1.0316,947
3934,-200,11.9,1046,-200,682,-200,1564,879,40.7,17,1.2793,1144
3935,-200,26.4,1465,712,471,131,2018,1572,13.4,74.4,1.1407,1479
3936,-200,11,1014,-200,641,-200,1553,1249,22.7,55.8,1.5218,1189
3937,-200,14.7,1140,560,590,168,1317,1532,6.5,67.6,0.6608,1289
3938,-200,7.6,883,234,766,130,1139,846,8.9,54.4,0.62,1021
3939,-200,6.1,817,128,1048,92,1546,695,13.1,65.6,0.9815,948
3940,79,8.8,933,152,933,119,1617,1349,14.7,55.9,0.9314,1349
3941,-200,18.5,1255,-200,588,-200,1447,1499,8.1,59.1,0.6397,1209
3942,-200,24.8,1423,774,455,151,1881,1688,16.7,67.3,1.2707,1516
3943,-200,10.1,981,451,697,195,993,1445,8,36,0.3872,1166
3944,-200,12.3,1059,417,544,180,1319,1161,19.3,29.9,0.6604,1260
3945,-200,22.9,1375,836,1143,162,1751,1631,13,73,1.086,1426
3946,-200,8.2,907,-200,982,-200,1466,872,19.3,38.8,0.8559,1009
3947,-200,7.9,895,58,745,46,1727,882,27.3,57.8,2.0646,1053
3948,-200,17.1,1212,444,476,183,1585,1383,21.5,39.1,0.9914,1304
3949,-200,13.7,1106,497,568,144,1322,1383,5.7,80.5,0.7416,1331
3950,-200,8.8,930,102,925,62,1749,957,25,46.5,1.4492,1063
3951,-200,5.6,795,52,1002,65,1481,604,38.4,17.5,1.1609,958
3952,-200,19.1,1272,317,632,157,1901,1474,26,30.1,0.9953,1226
3953,-200,23.3,1386,232,626,109,2138,1412,23.3,38.6,1.0919,1221
3954,-200,8.6,924,231,644,106,1246,1568,8.9,70.5,0.8056,1251
3955,-200,9.1,944,71,711,85,1655,785,29.5,42.7,1.7316,1093
3956,-200,20.5,1311,531,503,114,1900,1594,22.3,59.3,1.5705,1427
3957,-200,14.5,1133,508,629,168,1274,1463,17.5,30.8,0.6095,1250
3958,-200,14.5,1132,137,688,124,1936,1233,30.2,37.6,1.587,1149
3959,-200,6.8,849,-200,901,-200,1664,912,14.5,77.2,1.2695,1219
3960,-200,0.7,465,50,1322,46,978,433,11.9,61.1,0.8527,826
3961,-200,15.4,1161,480,672,174,1163,1340,5.9,37.8,0.3528,1128
3962,-200,5.5,787,101,1035,75,1350,799,24.4,39.1,1.1784,969
3963,-200,18.8,1261,527,479,141,1580,1577,13.8,56.3,0.8841,1401
3964,-200,7.6,882,127,1048,94,1549,744,22.5,37.8,1.0157,904
3965,-200,10.3,990,151,652,71,1559,1111,24,54.4,1.6049,1230
3966,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3967,238,10.4,993,132,859,95,1571,993,18.4,34.2,0.7185,1122
3968,-200,2,582,104,1072,92,760,517,4.5,38.1,0.3249,885
3969,-200,6.9,854,104,818,71,1513,779,21.4,68.5,1.7261,1002
3970,-200,19.2,1275,294,543,90,1799,1338,28.4,39.8,1.5191,1354
3971,-200,16.6,1197,547,575,163,1597,1239,16.2,60.2,1.1003,1234
3972,-200,6.4,829,40,873,53,1638,937,25.2,47.8,1.5076,948
3973,-200,15.1,1151,166,680,157,1686,1235,44.6,12.6,1.1684,1186
3974,-200,2.5,623,103,975,74,1215,720,13.9,85.1,1.3449,930
3975,-200,-200,-200,873,-200,173,-200,-200,-200,-200,-200,-200
3976,-200,1.4,539,82,1045,56,1073,678,11.5,71.5,0.9684,879
3977,-200,10.1,980,467,654,106,1327,1299,10.4,80.8,1.0191,1163
3978,-200,14.8,1144,-200,669,-200,1327,1209,12.5,42.8,0.6177,1094
3979,-200,6.9,852,-200,913,-200,1655,992,14,70.9,1.1306,1101
3980,342,15.6,1168,207,721,110,1926,1438,13.8,58.2,0.9129,1636
3981,-200,5.3,776,99,846,73,1416,873,23.1,49.9,1.3891,874
3982,-200,23.1,1381,619,428,226,1661,1695,13.8,43.6,0.6825,1452
3983,34,4.1,714,70,1169,79,1383,992,14.1,55.6,0.891,998
3984,-200,7.7,886,-200,807,-200,1446,926,15,74.8,1.2672,1029
3985,40,1.2,521,23,1535,33,1121,350,12.5,51.2,0.7374,777
3986,-200,3.1,656,40,1080,48,1427,620,20.4,52.6,1.247,842
3987,-200,3.3,670,135,932,104,1187,828,11.3,71.8,0.9577,1021
3988,-200,15.6,1167,391,599,114,1541,1315,18.7,53,1.1322,1189
3989,-200,5.4,784,46,1181,64,1407,610,21.4,36.9,0.9271,878
3990,-200,4.6,741,-200,1058,-200,1420,923,16.2,53.4,0.9775,937
3991,-200,4.4,734,109,899,45,1299,770,14.8,78.7,1.3169,866
3992,-200,1.5,547,73,952,55,1039,470,9.8,68.9,0.8329,979
3993,-200,-200,-200,145,-200,110,-200,-200,-200,-200,-200,-200
3994,-200,5.3,777,310,913,159,796,852,0.8,36.3,0.2388,911
3995,-200,2.2,601,101,1053,82,803,391,8.8,40,0.4538,890
3996,-200,14.6,1138,246,628,134,2021,1430,28.2,47.1,1.7752,1276
3997,-200,13.9,1112,-200,719,-200,1583,1071,29.3,32.6,1.3105,1283
3998,-200,7,855,244,787,121,1220,866,12.9,72.1,1.0658,1109
3999,-200,5.2,771,214,795,145,949,1247,5.5,49.6,0.4526,1066
4000,-200,22,1352,225,569,187,1990,1469,40.6,18.2,1.368,1339
4001,-200,25.4,1440,363,635,211,2183,1510,33.1,25.9,1.2923,1373
4002,-200,-200,-200,121,-200,83,-200,-200,-200,-200,-200,-200
4003,238,11.3,1026,122,865,96,1541,958,21.5,27.4,0.6941,1121
4004,-200,8.9,934,61,929,47,1707,811,31.4,31.2,1.4127,1043
4005,,,,,,,,,,,,
4006,-200,12.4,1064,-200,653,-200,1616,1217,19.7,56.6,1.2811,1182
4007,-200,30.7,1568,738,422,132,2111,1729,15,74.4,1.2593,1601
4008,-200,6.2,822,64,1002,70,1391,722,37.9,15,0.9721,896
4009,-200,13.5,1100,503,553,154,1385,1913,9.5,66.2,0.7882,1431
4010,-200,5.8,803,267,772,127,1230,975,13.9,60.9,0.9644,1130
4011,-200,3.3,671,132,807,88,1137,570,10.6,66.1,0.8444,1053
4012,-200,19.4,1279,-200,648,-200,1991,1520,18.1,51.1,1.0551,1311
4013,-200,2.1,589,-200,1286,-200,1127,390,35.1,15.7,0.8757,715
4014,-200,17,1209,-200,779,-200,2058,1213,20.6,49,1.1748,1198
4015,-200,3.1,659,158,940,92,972,800,3.4,81.4,0.6425,902
4016,-200,10.1,983,201,673,71,1518,1136,20.4,66.7,1.583,1146
4017,-200,2.7,631,100,845,81,1153,697,13.1,68.6,1.0288,996
4018,-200,15.3,1159,295,640,141,1701,1046,30.2,32.9,1.3865,1186
4019,-200,10.9,1011,395,545,163,1428,1274,18.3,49.4,1.0264,1241
4020,-200,9.3,951,210,664,77,1570,1076,20.8,71.7,1.7415,1109
4021,-200,1,500,13,1536,21,1169,352,15.8,45.2,0.8052,774
4022,-200,9.8,969,363,701,95,1365,1178,14.3,63.3,1.0266,1206
4023,-200,5.1,767,74,1050,76,1547,818,15.8,60.5,1.0805,1095
4024,-200,2.1,590,-200,1122,-200,1257,493,23.8,44.8,1.3061,790
4025,-200,10.9,1009,340,866,137,937,973,14.7,16.6,0.2756,888
4026,-200,10.1,980,80,742,101,1610,688,37.7,21.8,1.3977,1055
4027,-200,3.6,687,-200,955,-200,1260,726,21.9,48.3,1.2522,856
4028,-200,32.3,1604,-200,436,-200,2161,1672,18.5,60.3,1.2706,1520
4029,-200,1.7,559,-200,1186,-200,1428,559,28,45.2,1.6832,838
4030,-200,9.9,972,95,879,97,1552,1001,20.2,34.3,0.8017,1101
4031,-200,1.9,580,-200,1076,-200,1271,516,23.5,49.1,1.3991,892
4032,-200,4.2,721,-200,891,-200,1315,816,16.8,72.9,1.3851,915
4033,93,5.3,778,79,1057,89,1359,755,16.4,40.8,0.7542,966
4034,710,24.1,1407,215,641,154,2052,1567,21.2,40.1,0.9978,1620
4035,-200,1.8,571,46,1305,53,1335,704,11.4,70.5,0.9484,807
4036,318,20.4,1309,263,773,161,1897,1491,25.8,23.2,0.7589,1466
4037,-200,6.1,816,200,799,69,1430,856,18.5,76.4,1.6112,1009
4038,-200,5.1,771,51,840,43,1608,860,22.9,62.6,1.7253,868
4039,-200,14.3,1128,117,675,99,1771,1440,26.9,32.6,1.1381,1112
4040,-200,5.8,804,198,802,49,1435,886,18.7,74.4,1.5861,960
4041,-200,6.6,838,178,768,63,1549,892,20.7,68.4,1.6507,1073
4042,-200,25,1430,524,466,125,1932,1604,23,49,1.362,1460
4043,-200,15.4,1161,664,629,200,1386,1318,6.3,61.7,0.5926,1234
4044,-200,7.3,869,-200,680,-200,1075,1222,3.4,66.7,0.5281,1126
4045,-200,10.2,985,229,592,114,1271,1252,18,33.1,0.6779,1238
4046,-200,17.2,1215,253,539,185,2068,1404,29.1,45.5,1.7998,1298
4047,-200,24.1,1406,502,824,176,1582,1678,29.9,22.3,0.9235,1383
4048,-200,10.4,992,102,839,96,1710,1103,24.7,39.3,1.2065,1018
4049,-200,11.4,1028,279,696,109,1263,1227,15.4,43,0.7483,1104
4050,-200,-200,-200,95,-200,87,-200,-200,-200,-200,-200,-200
4051,-200,13.2,1090,223,593,74,1655,1205,21.3,68.5,1.7164,1203
4052,-200,2.2,598,84,1336,41,1278,529,19.8,56.7,1.2941,800
4053,-200,16.5,1196,508,581,204,1222,1450,13.2,23.9,0.3597,1192
4054,,,,,,,,,,,,
4055,-200,0.6,455,-200,1376,-200,751,336,1.6,52.9,0.3692,790
4056,-200,4.3,730,-200,858,-200,1388,913,21.3,61,1.529,968
4057,-200,5.2,773,-200,944,-200,1426,703,24.9,40.8,1.2696,900
4058,-200,11.9,1045,449,496,159,1462,1572,17,56.6,1.0902,1385
4059,42,3.6,687,-200,1196,-200,1351,969,13.9,53.9,0.8501,970
4060,657,28.6,1519,271,553,145,2312,1820,20.2,48.6,1.1354,1664
4061,-200,11,1014,272,578,133,1315,1131,24.2,26.5,0.7869,1187
4062,-200,6,813,339,774,152,1233,1118,10.3,74,0.9237,1172
4063,-200,10.5,995,117,857,96,1642,854,13.9,62.7,0.9905,1016
4064,-200,15.4,1162,220,777,90,1898,1132,19.9,49.4,1.1354,1061
4065,-200,8.1,903,90,1059,86,1437,712,27.4,20.5,0.7379,985
4066,92,4.5,737,-200,1083,-200,1363,581,12.6,58.6,0.8529,966
4067,-200,10.5,998,327,553,171,1283,1610,14.3,49.6,0.8049,1301
4068,-200,19.4,1280,-200,518,-200,1899,1423,19.7,66.4,1.5035,1468
4069,-200,11.6,1037,113,813,91,1698,978,25.6,32.5,1.053,1238
4070,-200,9.1,942,-200,893,-200,1366,826,32.7,22.7,1.1044,1096
4071,-200,4,713,107,1067,55,1030,539,16,34.1,0.6155,821
4072,-200,5.7,800,346,750,200,983,1219,3.1,57.2,0.4402,1085
4073,-200,7.1,859,280,1705,107,1293,889,11.1,84.3,1.1137,1040
4074,542,19.5,1282,231,681,129,1890,1418,19.2,35.7,0.7826,1418
4075,-200,17.3,1220,201,739,161,1729,1077,31.4,18.5,0.8376,1051
4076,-200,10.2,984,67,678,64,1823,1024,29.5,50.6,2.0492,1151
